id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
Ls1Khltt,True,1504160000000.0,1504170000000.0,32,resign,black,15+15,killerbromean,1763,syoung,1628,g3 d5 Bg2 e5 d3 Nf6 c4 dxc4 Qa4+ Qd7 Qxd7+ Nbxd7 dxc4 Bb4+ Bd2 a5 a3 Bc5 Nc3 Bd4 e3 Bb6 Nge2 O-O O-O Nc5 Rad1 Nb3 Bc1 Bg4 f3 Be6,A00,Hungarian Opening,1
6BFg091i,True,1493460000000.0,1493460000000.0,79,mate,white,10+0,ihsan2424,1776,killerbromean,1880,e4 c5 Nf3 Nc6 Bb5 g6 Bxc6 dxc6 d3 Bg7 h3 Nf6 Nc3 O-O Be3 b6 Qd2 Ba6 O-O Rc8 Bh6 c4 Bxg7 Kxg7 d4 b5 e5 Nd5 Ne4 b4 c3 Qa5 Rfc1 Rfd8 Nh4 c5 Nxc5 Bb5 Nb7 bxc3 bxc3 Qa3 Nxd8 Rxd8 Rab1 a6 Nf3 h6 Nh4 Nc7 f4 Ne6 f5 Nc5 e6 Nd3 Rf1 g5 f6+ exf6 Nf5+ Kg6 e7 Rd5 Rxb5 Rxb5 e8=Q Nf4 Qg8+ Kxf5 Qc2+ Ke6 Qe4+ Re5 Qc8+ Ke7 Qeb7+ Kd6 Qbd7#,B31,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack |  Fianchetto Variation,6
VUdvtxgL,True,1493460000000.0,1493460000000.0,29,resign,white,10+0,killerbromean,1840,ihsan2424,1785,d4 Nf6 c4 d5 cxd5 Nxd5 e4 Nb4 Qa4+ c6 Qxb4 e5 Qc3 exd4 Qb3 Be6 Qxb7 Bd6 Qxa8 O-O Qxa7 Bb4+ Bd2 Bxd2+ Nxd2 Qg5 Ngf3 Qb5 Bxb5,D06,Queen's Gambit Refused: Marshall Defense,4
FcwDgpht,True,1493460000000.0,1493460000000.0,75,mate,white,10+0,killerbromean,1786,ihsan2424,1795,d4 Nf6 c4 g6 Nc3 d5 Bf4 Bg7 Nf3 O-O e3 Bg4 Be2 a6 O-O dxc4 Bxc4 b5 Be2 c6 Rc1 Qa5 a3 Nbd7 e4 Rad8 h3 Bxf3 Bxf3 Nc5 b4 Qxa3 bxc5 b4 Nb1 Qa5 d5 Qb5 d6 exd6 cxd6 c5 e5 Nd7 Re1 c4 Nd2 c3 Nb3 a5 Nd4 Qc4 Nc6 Rc8 Ne7+ Kh8 Nxc8 Rxc8 Bh2 c2 Qd5 Qc3 Qxf7 Qxe1+ Rxe1 c1=Q Kf1 Qd2 Qxd7 Qd3+ Kg1 Qd2 Qxc8+ Bf8 Qxf8#,D93,Gruenfeld Defense: Three Knights Variation |  Hungarian Variation,11
s95f8dAY,True,1492360000000.0,1492360000000.0,66,resign,black,10+0,jome,1711,onlygodknows,1751,e4 c5 Bc4 e6 Nc3 a6 a3 b5 Ba2 Bb7 d3 b4 axb4 cxb4 Nce2 Bc5 Nf3 Nf6 h3 d5 exd5 Bxd5 Nf4 Bxa2 Rxa2 Nc6 Be3 Bxe3 fxe3 e5 Ne2 O-O O-O Qb6 Qd2 Nd5 d4 Rad8 c3 bxc3 bxc3 exd4 exd4 Qb3 Rb2 Qc4 Ra1 a5 Rba2 Rfe8 Kh1 Re3 Nh2 Rde8 Ng1 Nxc3 Rc2 Qxd4 Qxd4 Nxd4 Rb2 a4 Rb7 R3e7 Rb4 Nc2,B20,Sicilian Defense: Bowdler Attack,3
3zQihcm7,True,1501910000000.0,1501910000000.0,39,resign,white,15+10,jacekzpolna,1848,sharkey101,1857,d4 d5 c4 e6 Nc3 Nf6 Nf3 Nbd7 Bg5 Be7 e3 O-O c5 h6 Bf4 c6 Bd3 Nh5 Be5 Bf6 Bd6 Be7 Be5 Nhf6 Qc2 b6 b4 a5 bxa5 Rxa5 cxb6 Nxb6 O-O c5 dxc5 Bxc5 Nd4 Nbd7 Nc6,D60,Queen's Gambit Declined: Orthodox Defense,12
AcF2QAS4,True,1498970000000.0,1498970000000.0,44,resign,black,15+10,sharkey101,1865,marshallow,1990,e4 c5 Nf3 Nc6 Bc4 g6 c3 Bg7 d4 cxd4 cxd4 Qb6 e5 f6 exf6 Nxf6 O-O e6 Nc3 O-O Bb3 d5 Bf4 Ne4 Nxe4 Rxf4 Nc5 Nxd4 Nxd4 Bxd4 Nd3 Rf6 Qe2 Bd7 Rac1 Raf8 Rc2 Bb5 a4 Ba6 Ba2 Bxf2+ Kh1 Qd4,B30,Sicilian Defense: Old Sicilian,4
VqgMIpfs,True,1498970000000.0,1498970000000.0,38,resign,black,15+10,sharkey101,1880,umeshvarr,1828,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3 Bc5 O-O b5 Bb3 O-O c3 d6 d4 exd4 cxd4 Bb6 Re1 Bg4 d5 Nd4 Nbd2 Re8 h3 Bh5 a3 Qd7 Ba2 Nxe4 Nxe4 Nxf3+ gxf3 Qxh3 Ng3 Qxg3+,C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,9
RezC16d6,True,1495860000000.0,1495860000000.0,48,resign,black,15+10,cilensio,1835,sharkey101,1868,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Nc3 a6 Be2 Nf6 O-O e6 Bg5 Be7 Re1 O-O Nxc6 bxc6 Be3 c5 Bf3 Bb7 Qe2 d5 exd5 exd5 Rad1 Rb8 Ne4 Nxe4 Bxe4 Qb6 Bxd5 Bxd5 Rxd5 Qxb2 Bc1 Qxa2 Rd7 Bf6 Bf4 Rb2 Qe8 Rxc2 Red1 Rxe8,B54,Sicilian Defense #2,6
Ou14Ebh0,True,1493440000000.0,1493440000000.0,83,resign,white,15+10,sharkey101,1854,shahmatchi,1871,e4 d6 d4 c6 Nf3 e6 Bc4 Be7 O-O f5 exf5 d5 Bd3 exf5 Ne5 Nf6 Qf3 O-O Nd2 Ne4 Qh3 a5 Ndf3 Na6 c3 Nc7 Qh5 Bd7 Bf4 Be8 Qh3 Ne6 Be3 h6 g4 f4 Bd2 N6g5 Nxg5 Nxg5 Qg2 Bd6 Nf3 Ne4 Bxe4 dxe4 Ne1 f3 Qh3 Rf6 Nc2 Rg6 Kh1 Bd7 Ne3 Bf4 Rg1 Qg5 Qh5 Qf6 h4 Be8 Rad1 Rg5 hxg5 hxg5 Qh3 Kf7 Nf5 Bd7 Bxf4 gxf4 Rge1 Bxf5 gxf5 g6 fxg6+ Qxg6 Rg1 Qf6 Qh7+ Ke8 Rg8+,B07,Pirc Defense #5,3
mcO0n9q6,True,1493150000000.0,1493150000000.0,45,resign,white,15+10,aurelking,1805,sharkey101,1870,e4 c5 d4 cxd4 Qxd4 Nc6 Qd1 d6 Bc4 Nf6 Nc3 e6 Nf3 Be7 O-O O-O Re1 Qc7 Nb5 Qd8 Bg5 a6 Bxf6 Bxf6 Nxd6 Bxb2 Rb1 Bc3 Re2 b5 Bb3 e5 Qd5 Qd7 Ng5 Bb4 Ndxf7 Qxd5 Bxd5 Nd4 Re3 Nxc2 Nh6+ Kh8 Ngf7+,B21,Sicilian Defense: Smith-Morra Gambit #2,3
DGlHTq0f,True,1492830000000.0,1492840000000.0,132,draw,draw,15+10,sharkey101,1873,i_dan,1803,e4 e5 Nf3 Nc6 Bb5 Nge7 c3 a6 Ba4 b5 Bb3 Ng6 d4 d6 h3 Be7 O-O O-O Be3 Bb7 Nbd2 exd4 cxd4 Bf6 Rc1 Na5 Bc2 Rc8 b4 Nc6 a3 Qe7 Bb3 Nb8 Re1 Kh8 d5 Nd7 Bd4 Nde5 Nxe5 Nxe5 Bxe5 Bxe5 Nf3 Bf4 Rc2 c5 dxc6 Rxc6 Nd4 Rxc2 Bxc2 Re8 Nf5 Qc7 Qg4 Bh6 Nxh6 gxh6 Qd1 Rg8 Qd4+ Rg7 Re2 Qc6 Rd2 f5 f3 fxe4 fxe4 Qd7 Kh2 Qe7 Qxd6 Qg5 Qd8+ Rg8 Qxg5 hxg5 Rd7 Ba8 e5 Re8 Rxh7+ Kg8 Ra7 Bd5 Rxa6 Rxe5 Rg6+ Kf7 Rd6 Ke7 Rb6 Re2 Kg1 Rxg2+ Kf1 Rxc2 Rxb5 Bc6 Rxg5 Rc3 b5 Bd7 a4 Rxh3 a5 Rb3 b6 Rb5 Rxb5 Bxb5+ Kf2 Ba6 Ke3 Kd6 Kd4 Kc6 b7 Kxb7 Kc5 Kc7 Kb4 Kc6 Ka4 Kc5 Kb3 Kb5 Ka3 Kxa5,C60,Ruy Lopez: Cozio Defense,6
70qbWGeP,True,1492720000000.0,1492720000000.0,55,draw,draw,15+10,sargentopimienta,1989,sharkey101,1868,d4 d5 c4 e6 Nc3 c6 Nf3 Nf6 cxd5 exd5 Bg5 Be7 Qc2 O-O e3 h6 Bh4 Nbd7 Bd3 Re8 O-O Qc7 Bg3 Qd8 h3 c5 b3 b6 Rfd1 Bb7 e4 dxe4 Nxe4 Nxe4 Bxe4 Bxe4 Qxe4 Nf6 Qf5 cxd4 Rxd4 Qc8 Qd3 Bc5 Rc1 Qe6 Re1 Qxe1+ Nxe1 Rxe1+ Kh2 Bxd4 Qxd4 Rae8 a4,D43,Semi-Slav Defense,8
XUbv109t,True,1492320000000.0,1492330000000.0,82,resign,black,15+10,sharkey101,1884,mhd_boz,1830,e4 e5 Nf3 d5 exd5 e4 Nd4 Bc5 Nb3 Bxf2+ Kxf2 Nf6 Bb5+ c6 dxc6 O-O Re1 bxc6 Bc4 Ng4+ Kg1 Qh4 h3 Ne5 d3 Qg3 Rxe4 Bxh3 Qe2 Bg4 Bf4 Qxf4 Rxf4 Bxe2 Re4 Nxc4 Rxc4 Nd7 Rxc6 Rfe8 Nd4 Bh5 Nd2 Ne5 Rc5 Bg6 Re1 f6 N4f3 Ng4 Rxe8+ Rxe8 Kf1 h5 Rc7 a5 Ra7 Ne3+ Kf2 Nxc2 Rxa5 Bxd3 Rxh5 Re2+ Kg3 Ne3 Rh2 Nf5+ Kf4 g5+ Kg4 Ne3+ Kg3 f5 Nxg5 Rxd2 Kf4 Ng4 Rh3 Bb1 b4 Rd4+,C40,Elephant Gambit: Paulsen Countergambit,6
x861mJ9D,True,1492320000000.0,1492320000000.0,100,mate,black,15+10,mhd_boz,1839,sharkey101,1871,e4 c5 Nc3 d6 Nf3 Nc6 d4 cxd4 Nxd4 a6 Nxc6 bxc6 e5 d5 Bf4 Bb7 Qh5 g6 Qf3 Bg7 Rd1 e6 Ne4 Bf8 Bg5 Qc7 Nf6+ Nxf6 Bxf6 Rg8 Be2 Qa5+ c3 Qxa2 O-O Be7 c4 Rb8 Qd3 Qxc4 Qf3 Qe4 Qxe4 dxe4 Bxe7 Kxe7 b4 Rgd8 f4 exf3 Bxf3 Rxd1 Bxd1 Rd8 Ba4 Rd5 Re1 Rd4 Rc1 Rxb4 Bxc6 Bxc6 Rxc6 Rb1+ Kf2 Ra1 Kg3 Kd7 Rb6 a5 Rb7+ Ke8 Kf4 h6 g4 a4 h4 a3 g5 hxg5+ Kxg5 a2 Rb8+ Ke7 Rb7+ Kf8 Rb8+ Kg7 h5 Rg1+ Kh4 a1=Q h6+ Kh7 Rf8 Qd4+ Kh3 Qg4+ Kh2 Qg3#,B23,Sicilian Defense: Closed Variation,3
sYYRzbEG,True,1491800000000.0,1491800000000.0,142,resign,black,15+15,larodash2013,1844,sharkey101,1857,e4 c5 Bc4 d6 d3 Nc6 a3 Nf6 Nc3 e6 Bg5 Be7 Bxf6 Bxf6 Nge2 O-O O-O Nd4 h3 a6 Kh1 b5 Ba2 Bb7 Ng3 g6 Nce2 Nxe2 Qxe2 Bxb2 Rab1 Bxa3 f4 Qf6 e5 dxe5 fxe5 Qe7 c3 b4 Rb3 Qh4 Kh2 Rac8 c4 Qd4 Rbb1 a5 Rbd1 a4 Bb1 b3 Qf2 Qxe5 Rde1 Qd4 Ne2 Qxf2 Rxf2 Bb4 Rd1 a3 Nc1 a2 Bxa2 bxa2 Nxa2 Ba5 Rb1 Bc6 Rfb2 Bc7+ Kg1 Rb8 Nc3 Rxb2 Rxb2 Be5 Rb6 Bxg2 Nb5 Bxh3 Rc6 Bd4+ Nxd4 cxd4 Rd6 e5 c5 Rc8 c6 Kf8 Kf2 Ke7 Rd5 Rxc6 Rxe5+ Re6 Rd5 Rd6 Re5+ Be6 Kf3 f6 Ra5 h5 Ra7+ Rd7 Ra4 h4 Kf4 g5+ Kf3 g4+ Kg2 f5 Ra5 Kf6 Kf2 f4 Rh5 h3 Rh6+ Ke5 Rh5+ Bf5 Rh8 g3+ Kf3 h2 Re8+ Kf6 Kxf4 h1=Q Rf8+ Rf7 Rxf7+ Kxf7 Kxf5 Qf3+ Ke5 Qxd3,B20,Sicilian Defense: Bowdler Attack,3
uJ5oH33l,True,1491720000000.0,1491720000000.0,85,resign,white,15+10,sharkey101,1844,olegdmitriev,1809,e4 e5 Nf3 Nc6 Bb5 Bc5 c3 d6 O-O Bg4 d3 Qf6 Nbd2 Ne7 h3 Bxf3 Nxf3 O-O Be3 Na5 d4 exd4 cxd4 Bb6 e5 dxe5 dxe5 Qf5 Bxb6 axb6 Bd3 Qe6 Qc2 Ng6 Bxg6 fxg6 Qxc7 Rxf3 gxf3 Qxh3 Qxb6 Qxf3 Qe6+ Kh8 Rac1 Rf8 Rc8 Nc6 Rxf8+ Qxf8 Rd1 g5 Rd7 h6 Qf7 Qxf7 Rxf7 Nxe5 Rxb7 h5 a4 g4 a5 h4 a6 Nc6 a7 Nxa7 Rxa7 Kh7 Ra4 Kh6 Rxg4 g5 Kg2 Kg6 Kh3 Kf5 f3 Ke5 Rxg5+ Kf4 Kxh4 Kxf3 Rg4,C64,Ruy Lopez: Classical Variation |  Central Variation,7
ef8Iy9Is,True,1491330000000.0,1491330000000.0,54,resign,black,15+10,maklen,1832,sharkey101,1829,e4 c5 Bc4 d6 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e6 Bg5 Be7 O-O O-O f4 e5 Nxc6 bxc6 fxe5 dxe5 Qxd8 Rxd8 Rad1 Bg4 Rxd8+ Rxd8 h3 Bh5 Bd3 h6 Be3 Rb8 g4 Bg6 g5 hxg5 Bxg5 Rxb2 Kg2 Kf8 Be3 Bb4 Nd1 Rxa2 Bg5 Bxe4+ Bxe4 Nxe4 Kf3 Nxg5+ Kg4 Ne6,B88,Sicilian Defense: Sozin Attack |  Leonhardt Variation,12
sCNxiRMR,True,1491110000000.0,1491120000000.0,80,resign,black,15+10,sharkey101,1844,sudo_ybmt,1839,e4 c5 Nf3 Nc6 Bc4 e6 c3 a6 d4 cxd4 cxd4 b5 Bb3 Qb6 O-O Bd6 d5 Ne5 Nbd2 Nf6 Nxe5 Bxe5 Nf3 Bb8 e5 Ng4 d6 Bb7 Bf4 Ba7 Qe2 O-O h3 Nxf2 Rxf2 f6 exf6 Rxf6 Be5 Bxf3 gxf3 Rf5 Bg3 Qd8 Bxe6+ dxe6 Qxe6+ Rf7 Re1 Qg5 Kg2 Bxf2 Kxf2 Rd8 d7 Qd2+ Re2 Qd4+ Kg2 Qxd7 Qxa6 Rxf3 Kxf3 Qd3+ Re3 Rf8+ Bf4 Qf1+ Ke4 Qxf4+ Kd3 Rd8+ Ke2 Qh2+ Kf3 Qxh3+ Kf4 Rf8+ Ke4 Re8+,B30,Sicilian Defense: Old Sicilian,4
CTC1Uq3V,True,1491020000000.0,1491020000000.0,99,draw,draw,15+10,sharkey101,1845,glady974,1841,e4 c5 Nf3 d6 Bc4 e6 c3 a6 d4 b5 Bb3 c4 Bc2 Qc7 O-O e5 Bg5 Be7 Be3 Nf6 dxe5 dxe5 Bg5 O-O Nbd2 Bb7 Bh4 Nbd7 Re1 Rad8 Qe2 Nc5 Bg3 Nfd7 Nf1 Bf6 b4 cxb3 axb3 Ne6 Ne3 Qxc3 Nd5 Bxd5 exd5 Nf4 Bxf4 exf4 Rxa6 Rc8 Ra2 Nc5 Qd1 Rce8 Rxe8 Rxe8 d6 Rd8 Ra7 Nd7 Rc7 Qa1 Qxa1 Bxa1 Bf5 Ne5 Nxe5 Bxe5 Rb7 Bxd6 Rxb5 g6 Bd3 Rb8 Rxb8+ Bxb8 Bc4 Kf8 b4 Ke7 b5 Kd6 Bxf7 Kc5 Bg8 h6 Bf7 g5 Be8 Bc7 h3 Kd4 Kf1 Kd3 Bg6+ Kd2 f3 Bb6 Be4,B50,Sicilian Defense,4
bHcqhbzl,True,1491020000000.0,1491020000000.0,100,resign,black,15+10,vega2015,1837,sharkey101,1828,d4 d5 Nf3 Nf6 Bg5 Nbd7 e3 e6 a3 Be7 c4 c6 Nc3 O-O Bd3 h6 Bh4 dxc4 Bxc4 Nd5 Bxe7 Qxe7 Bd3 N7f6 O-O b6 Ne2 Bb7 Rc1 Rac8 Qa4 a5 Ne5 c5 dxc5 Rxc5 Rxc5 Qxc5 Rc1 Qd6 Nc4 Qd8 Qb3 Qd7 e4 Ne7 Nxb6 Qd8 e5 Nfd5 Nc4 Qa8 Qb5 Nc6 Nd6 Nxe5 Be4 Ba6 Bxd5 exd5 Qxa5 Bxe2 Qxa8 Rxa8 Re1 Nc4 Nxf7 Kxf7 Rxe2 Re8 Kf1 Rxe2 Kxe2 Nxb2 Ke3 Ke6 f4 Nc4+ Kd4 Nxa3 g4 Nc4 h4 Nd2 f5+ Kd6 g5 hxg5 hxg5 Nf3+ Ke3 Nxg5 Kf4 Ne4 Ke3 Ke5 Kd3 Kxf5 Kd4 Ke6,D03,Queen's Pawn Game: Torre Attack,5
3FBmhBFy,True,1490980000000.0,1490990000000.0,51,resign,white,15+10,sharkey101,1810,iebrian,1835,e4 c5 Nf3 Nc6 Bc4 d6 c3 Nf6 d3 g6 h3 Bg7 Nbd2 O-O Bb3 b5 O-O a5 d4 cxd4 cxd4 e6 Re1 Nd7 Nf1 Nb4 a3 Nc6 Bg5 Qb6 Be3 Qd8 d5 exd5 exd5 Nce5 Nd4 Nc5 Nxb5 Nxb3 Qxb3 Rb8 a4 Ba6 Bd4 Qd7 f4 Nf3+ Qxf3 Bxb5 Bxg7,B30,Sicilian Defense: Old Sicilian,4
sv4OVqgE,True,1490430000000.0,1490430000000.0,69,resign,white,20+5,skudarnov,1981,sharkey101,1818,g3 e5 Bg2 c6 d3 d5 Nf3 Nd7 O-O Ngf6 c3 Be7 a3 O-O b4 h6 Be3 e4 dxe4 Nxe4 Bd4 Ndf6 Nbd2 Bf5 Nh4 Bh7 Nhf3 c5 Bxf6 Nxf6 Ne5 cxb4 cxb4 Rc8 Ndf3 Ne4 Ng4 Nc3 Qd2 Re8 Rac1 Bf6 Nxf6+ Qxf6 e3 Be4 Nd4 Bxg2 Kxg2 Ne4 Qe2 a6 Rc2 Rxc2 Qxc2 Nd6 Qc5 Qe5 Nf3 Qe6 Rd1 Nc4 Qxd5 Qxd5 Rxd5 Rxe3 Rd8+ Kh7 fxe3,A00,Hungarian Opening,1
nmphOJte,True,1490430000000.0,1490430000000.0,106,resign,black,15+10,the_duke_of_hazzard,1805,sharkey101,1800,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Nc3 a6 Bc4 Nf6 f3 e6 Bg5 Be7 Qd2 O-O O-O-O Ne5 Bb3 b5 a3 Bb7 Ndxb5 axb5 Nxb5 d5 Bxf6 Bxf6 exd5 exd5 Bxd5 Bxd5 Qxd5 Qxd5 Rxd5 Nc4 c3 Nxa3 bxa3 Ra5 c4 Rc8 Nd6 Rxc4+ Nxc4 Rxd5 Rd1 Rc5 Kc2 Rxc4+ Kb3 Rc8 a4 Rb8+ Kc4 g6 a5 Bd8 Ra1 Rb2 a6 Bb6 a7 Bxa7 Rxa7 Rxg2 Kd5 Rxh2 Ke5 Kg7 f4 Re2+ Kd4 h5 Kd3 Re8 Ra2 h4 Rh2 Rh8 Ke4 f6 Kf3 g5 Kg4 gxf4 Kxf4 h3 Kg3 Kg6 Kf4 f5 Kg3 Kg5 Rxh3 Rxh3+ Kxh3 Kf4 Kg2 Ke3 Kf1 f4 Ke1 f3,B54,Sicilian Defense #2,6
vjFj0jYX,True,1489820000000.0,1489820000000.0,58,resign,black,30+5,sharkey101,1815,lordfischer,1893,e4 c5 Nf3 d6 Bc4 Nf6 d3 Nc6 c3 Na5 Bb5+ Bd7 Bxd7+ Qxd7 O-O Nc6 Re1 g6 d4 cxd4 cxd4 Bg7 Nc3 O-O Bf4 Rac8 e5 dxe5 Nxe5 Nxe5 Bxe5 Rfd8 Qe2 e6 Qf3 Nd5 Bxg7 Kxg7 Nxd5 Qxd5 Qxd5 Rxd5 Red1 Rcd8 f3 Rxd4 Rxd4 Rxd4 Rf1 Rd2 Rf2 Rxf2 Kxf2 Kf6 Ke3 Ke5 b4 b6,B50,Sicilian Defense,4
1heLxxHy,True,1489230000000.0,1489230000000.0,63,resign,white,15+10,demonvortex,1946,sharkey101,1828,e4 c5 Nf3 d6 b3 Nc6 Bb2 e6 Be2 Nf6 d3 Be7 O-O O-O Nbd2 a6 c3 b5 d4 cxd4 cxd4 Bb7 Rc1 Rc8 Bd3 Nb4 Rxc8 Qxc8 Bb1 Qc6 Qe2 Qd7 a3 Nc6 Rd1 Rc8 d5 exd5 exd5 Nxd5 Qd3 Nf6 Bxf6 Bxf6 Qxh7+ Kf8 Qh8+ Ke7 Re1+ Ne5 Qh5 Qe6 Bf5 Nxf3+ Nxf3 Qxe1+ Nxe1 Rc1 Qe2+ Kf8 Bd7 Be7 h3,B50,Sicilian Defense,4
EaxBT3aP,True,1489230000000.0,1489230000000.0,48,resign,black,15+10,sharkey101,1843,demonvortex,1938,e4 b6 Nf3 Bb7 e5 e6 d4 Ne7 Bd3 Nd5 a3 d6 Be4 Nc6 exd6 Bxd6 c3 Nf6 Bd3 O-O O-O Ne7 Bg5 Ned5 c4 Nf4 Bc2 Ng6 Re1 Re8 Nc3 Bf4 Bxf4 Nxf4 Qd2 N6h5 Ne4 Ng6 Bb3 f5 Neg5 Nhf4 Rac1 h6 Nxe6 Nxe6 c5 Bd5,B00,Owen Defense,2
LoBG5iGB,True,1489220000000.0,1489230000000.0,64,mate,black,15+10,sharkey101,1859,godlikemoves,1945,e4 d5 exd5 Nf6 c4 e6 dxe6 Bxe6 b3 Qe7 Bb2 Bxc4+ Be2 Be6 Nf3 Nc6 O-O a6 Re1 O-O-O Bc4 h6 d4 Qd7 Bxe6 fxe6 Ne5 Nxe5 Rxe5 Bd6 Re1 Qf7 Nd2 g5 Nc4 h5 Qe2 Rhe8 Ne5 Qg7 Rac1 Nd5 Qxh5 Rh8 Qf7 Qh6 h3 Nf4 Ba3 Bxe5 dxe5 Rd7 Qf6 Qh5 Re3 Rhd8 Rec3 Ne2+ Kf1 Nxc3 Be7 Rd1+ Rxd1 Qxd1#,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
R9ksJTCJ,True,1489220000000.0,1489220000000.0,57,resign,white,15+10,ruslan404,1825,sharkey101,1885,e4 c5 Bc4 d6 f4 e5 Nf3 exf4 O-O Nf6 d3 Be7 Bxf4 O-O Nc3 Be6 Bb3 Bxb3 axb3 Nc6 Bg5 h6 Bd2 d5 e5 Ng4 Qe1 d4 Ne4 Ngxe5 Nxe5 Nxe5 Nxc5 Bxc5 Qxe5 Bd6 Qh5 Qc7 Rf3 Qxc2 Bxh6 g6 Qd5 Rad8 Qxb7 Qxb2 Raf1 Rb8 Qxa7 Qxb3 Qxd4 Qb6 Qxb6 Rxb6 Bxf8 Kxf8 Rxf7+,B20,Sicilian Defense: Bowdler Attack,3
kSRKW4At,True,1489220000000.0,1489220000000.0,24,resign,white,15+10,sharkey101,1864,createa,1833,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3 Bc5 c3 b5 Bc2 d5 exd5 Nxd5 O-O O-O d4 exd4 cxd4 Ba7 Qd3 Ndb4,C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,9
SgdtGyae,True,1489220000000.0,1489220000000.0,123,draw,draw,15+10,andrey2014,1879,sharkey101,1863,d4 d5 Nf3 Nf6 e3 e6 c4 c6 Nc3 Nbd7 Bd3 Be7 O-O O-O Qc2 dxc4 Bxc4 c5 dxc5 Bxc5 a3 a6 Rd1 b5 Be2 Bb7 b4 Bb6 Bb2 Rc8 Ne5 Qc7 Nxd7 Nxd7 Rd2 Nf6 Qd1 h6 Rc1 Qe7 Bf3 Rfd8 Bxb7 Rxd2 Qxd2 Qxb7 Qe2 Qc6 Nd1 Qd7 Rxc8+ Qxc8 Qd3 Nd5 Nc3 Nf6 Ne4 Nxe4 Qxe4 Qd8 Qg4 g6 Qe2 Qd5 Qc2 e5 h3 Kh7 Qc3 f6 Kh2 Qd6 Qb3 Kg7 g3 Qd2 Kg2 Qd7 Qc2 Qd5+ Kg1 Qd7 Kg2 a5 Bc3 a4 Bb2 Qe6 Qd3 Qc6+ Kh2 Kf7 Kg1 Bc7 e4 Ke6 Qc3 Qxc3 Bxc3 f5 f3 Bb6+ Kf1 Bd4 Bd2 g5 Bc1 f4 g4 Kf6 Ke2 Kg6 Kd3 h5 Kc2 hxg4 hxg4 Kf6 Bb2 Bxb2 Kxb2 Ke6 Kc3,D46,Semi-Slav Defense: Bogoljubov Variation,12
89g8N1t6,True,1489220000000.0,1489220000000.0,54,resign,black,15+10,sharkey101,1895,vladimirzozulya1500,1813,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 d6 c3 Nf6 d3 Be7 Nbd2 h6 d4 Bg4 d5 b5 dxc6 bxa4 Qxa4 O-O h3 Bh5 O-O Qb8 Re1 Qb5 Qxb5 axb5 g4 Bg6 g5 hxg5 Nxg5 Ra6 Nb3 Rxc6 a4 Ra6 a5 Rfa8 Bd2 c5 c4 b4 f4 Nh7 fxe5 Nxg5 exd6 Rxd6 Nxc5 Rxd2,C74,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense,9
oTYJu1Mv,True,1488610000000.0,1488610000000.0,66,resign,black,15+10,alireza5848,1812,sharkey101,1872,e4 c5 Nf3 d6 Nc3 Nc6 Nd5 e6 Nc3 Nf6 d3 h6 Be2 Be7 O-O O-O b3 a6 Bb2 b5 Qd2 Bb7 Nd1 d5 exd5 exd5 Ne3 d4 Nf5 Kh7 Bc1 Rh8 N3h4 Ne5 Qf4 Ng6 Nxh6 Nxf4 Bxf4 gxh6 Nf5 Qd5 Nh4 Rhg8 Bf3 Qd7 Rae1 Bxf3 Nxf3 Qg4 Bg3 Bd6 Ne5 Bxe5 Rxe5 Rae8 Rxc5 Re2 f3 Qe6 Bf2 Nd5 Bxd4 Rgxg2+ Kh1 Rxh2+,B50,Sicilian Defense,4
cdw6aGPQ,True,1488600000000.0,1488600000000.0,77,resign,white,15+10,aksell,1906,sharkey101,1902,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Nb5 Nf6 f3 Qa5+ Bd2 Qb6 c4 a6 N5c3 e6 Qc2 Be7 Bg5 Nd4 Qd2 Bd7 b3 O-O Be3 Nc2+ Kf2 Nxe3 Qxe3 Qxe3+ Kxe3 Rac8 Nd2 b5 Rb1 bxc4 bxc4 d5 e5 Nh5 f4 dxc4 g4 Bc5+ Kf3 Bc6+ Nde4 f5 exf6 Nxf6 Bxc4 Kf7 Rhe1 a5 Kg3 Nxe4+ Nxe4 Bb4 Ng5+ Ke7 Rxe6+ Kd7 Rd1+ Kc7 Rc1 Bd6 Nh3 g5 Rf1 Kd7 Nxg5 h6 Rxh6 Rxf4 Be6+,B54,Sicilian Defense #2,6
